file	C	S	D	F	M	n	species	group
short_summary.specific.eukaryota_odb10.Cryptobia_borreli_ORIGINAL_REF_contigs.fasta_EUK.txt	101	97	4	32	122	255	Cryptobia_borreli	Bodonids
short_summary.specific.eukaryota_odb10.D44_ORIGINAL_REF_contigs.fasta_EUK.txt	145	119	26	29	81	255	D44	Bodonids
short_summary.specific.eukaryota_odb10.Diplonema_papillatum_ORIGINAL_denovo_contigs.fasta_EUK.txt	137	121	16	39	79	255	Diplonema_papillatum	Euglenozoa_Other
short_summary.specific.eukaryota_odb10.Diplonema_papillatum_ORIGINAL_REF_contigs.fasta_EUK.txt	177	155	22	22	56	255	Diplonema_papillatum	Euglenozoa_Other
short_summary.specific.eukaryota_odb10.Emiliania_huxleyi_ORIGINAL_denovo_contigs.fasta_EUK.txt	75	69	6	49	131	255	Emiliania_huxleyi	Other
short_summary.specific.eukaryota_odb10.Emiliania_huxleyi_ORIGINAL_REF_contigs.fasta_EUK.txt	146	104	42	41	68	255	Emiliania_huxleyi	Other
short_summary.specific.eukaryota_odb10.Endotrypanum_monterogeii_ORIGINAL_REF_contigs.fasta_EUK.txt	139	135	4	19	97	255	Endotrypanum_monterogeii	Trypanosomatids
short_summary.specific.eukaryota_odb10.G65133_ORIGINAL_REF_contigs.fasta_EUK.txt	120	107	13	36	99	255	G65133	Bodonids
short_summary.specific.eukaryota_odb10.Gemkin_ORIGINAL_REF_contigs.fasta_EUK.txt	155	145	10	22	78	255	Gemkin	Bodonids
short_summary.specific.eukaryota_odb10.INUKIN_ORIGINAL_REF_contigs.fasta_EUK.txt	140	124	16	28	87	255	INUKIN	Bodonids
short_summary.specific.eukaryota_odb10.KUCKIN_ORIGINAL_REF_contigs.fasta_EUK.txt	102	85	17	41	112	255	KUCKIN	Bodonids
short_summary.specific.eukaryota_odb10.Leishmania_infantum_ORIGINAL_denovo_contigs.fasta_EUK.txt	56	54	2	10	189	255	Leishmania_infantum	Trypanosomatids
short_summary.specific.eukaryota_odb10.Leishmania_infantum_ORIGINAL_REF_contigs.fasta_EUK.txt	139	135	4	20	96	255	Leishmania_infantum	Trypanosomatids
short_summary.specific.eukaryota_odb10.Leishmania_major_ORIGINAL_denovo_contigs.fasta_EUK.txt	117	113	4	19	119	255	Leishmania_major	Trypanosomatids
short_summary.specific.eukaryota_odb10.Leishmania_major_ORIGINAL_REF_contigs.fasta_EUK.txt	138	132	6	22	95	255	Leishmania_major	Trypanosomatids
short_summary.specific.eukaryota_odb10.Leishmania_orientalis_ORIGINAL_REF_contigs.fasta_EUK.txt	135	132	3	23	97	255	Leishmania_orientalis	Trypanosomatids
short_summary.specific.eukaryota_odb10.Leptomonas_pyrrhocoris_ORIGINAL_denovo_contigs.fasta_EUK.txt	115	113	2	37	103	255	Leptomonas_pyrrhocoris	Trypanosomatids
short_summary.specific.eukaryota_odb10.Leptomonas_pyrrhocoris_ORIGINAL_REF_contigs.fasta_EUK.txt	143	134	9	18	94	255	Leptomonas_pyrrhocoris	Trypanosomatids
short_summary.specific.eukaryota_odb10.Leptomonas_seymouri_ORIGINAL_denovo_contigs.fasta_EUK.txt	143	91	52	19	93	255	Leptomonas_seymouri	Trypanosomatids
short_summary.specific.eukaryota_odb10.Leptomonas_seymouri_ORIGINAL_REF_contigs.fasta_EUK.txt	140	137	3	19	96	255	Leptomonas_seymouri	Trypanosomatids
short_summary.specific.eukaryota_odb10.Monocercomonoides_exilis_ORIGINAL_denovo_contigs.fasta_EUK.txt	112	101	11	37	106	255	Monocercomonoides_exilis	Other
short_summary.specific.eukaryota_odb10.Monocercomonoides_exilis_ORIGINAL_REF_contigs.fasta_EUK.txt	136	112	24	25	94	255	Monocercomonoides_exilis	Other
short_summary.specific.eukaryota_odb10.Naegleria_fowleri_ORIGINAL_denovo_contigs.fasta_EUK.txt	214	182	32	16	25	255	Naegleria_fowleri	Other
short_summary.specific.eukaryota_odb10.Naegleria_fowleri_ORIGINAL_REF_contigs.fasta_EUK.txt	211	208	3	13	31	255	Naegleria_fowleri	Other
short_summary.specific.eukaryota_odb10.Neobodo_designis_ORIGINAL_REF_contigs.fasta_EUK.txt	128	124	4	22	105	255	Neobodo_designis	Bodonids
short_summary.specific.eukaryota_odb10.Novymonas_esmeraldas_ORIGINAL_REF_contigs.fasta_EUK.txt	128	125	3	18	109	255	Novymonas_esmeraldas	Trypanosomatids
short_summary.specific.eukaryota_odb10.OB23_ORIGINAL_REF_contigs.fasta_EUK.txt	166	139	27	20	69	255	OB23	Bodonids
short_summary.specific.eukaryota_odb10.Ophirina_chinija_ORIGINAL_REF_contigs.fasta_EUK.txt	207	142	65	27	21	255	Ophirina_chinija	Other
short_summary.specific.eukaryota_odb10.Papus_ankaliazontas_ORIGINAL_REF_contigs.fasta_EUK.txt	160	99	61	19	76	255	Papus_ankaliazontas	Prokinetoplastids
short_summary.specific.eukaryota_odb10.Paratrypanosoma_confusum_ORIGINAL_REF_contigs.fasta_EUK.txt	135	131	4	25	95	255	Paratrypanosoma_confusum	Trypanosomatids
short_summary.specific.eukaryota_odb10.Perkinsela_spCCAP_1560_ORIGINAL_REF_contigs.fasta_EUK.txt	86	78	8	17	152	255	Perkinsela_spCCAP_1560	Prokinetoplastids
short_summary.specific.eukaryota_odb10.Pharyngomonas_kirbyi_ORIGINAL_REF_contigs.fasta_EUK.txt	212	206	6	21	22	255	Pharyngomonas_kirbyi	Other
short_summary.specific.eukaryota_odb10.Phytomonas_sp._EM1_ORIGINAL_REF_contigs.fasta_EUK.txt	119	117	2	24	112	255	Phytomonas_sp._EM1	Trypanosomatids
short_summary.specific.eukaryota_odb10.Phytomonas_sp._Hart1_ORIGINAL_REF_contigs.fasta_EUK.txt	120	119	1	24	111	255	Phytomonas_sp._Hart1	Trypanosomatids
short_summary.specific.eukaryota_odb10.Porcisia_hertigi_ORIGINAL_REF_contigs.fasta_EUK.txt	141	135	6	21	93	255	Porcisia_hertigi	Trypanosomatids
short_summary.specific.eukaryota_odb10.Rhabdomonas_costata_ORIGINAL_REF_contigs.fasta_EUK.txt	157	132	25	45	53	255	Rhabdomonas_costata	Euglenozoa_Other
short_summary.specific.eukaryota_odb10.RhMon_ORIGINAL_REF_contigs.fasta_EUK.txt	120	66	54	36	99	255	RhMon	Bodonids
short_summary.specific.eukaryota_odb10.Rhynchopus_humris_ORIGINAL_REF_contigs.fasta_EUK.txt	182	128	54	25	48	255	Rhynchopus_humris	Euglenozoa_Other
short_summary.specific.eukaryota_odb10.Saccharomyces_cerevisiae_ORIGINAL_denovo_contigs.fasta_EUK.txt	236	200	36	5	14	255	Saccharomyces_cerevisiae	Other
short_summary.specific.eukaryota_odb10.Saccharomyces_cerevisiae_ORIGINAL_REF_contigs.fasta_EUK.txt	239	235	4	2	14	255	Saccharomyces_cerevisiae	Other
short_summary.specific.eukaryota_odb10.Strigomonas_culicis_ORIGINAL_REF_contigs.fasta_EUK.txt	115	50	65	28	112	255	Strigomonas_culicis	Trypanosomatids
short_summary.specific.eukaryota_odb10.Sulcionema_specki_ORIGINAL_REF_contigs.fasta_EUK.txt	165	132	33	40	50	255	Sulcionema_specki	Euglenozoa_Other
short_summary.specific.eukaryota_odb10.Trichomonas_vaginalis_ORIGINAL_denovo_contigs.fasta_EUK.txt	126	103	23	20	109	255	Trichomonas_vaginalis	Other
short_summary.specific.eukaryota_odb10.Trichomonas_vaginalis_ORIGINAL_REF_contigs.fasta_EUK.txt	133	102	31	15	107	255	Trichomonas_vaginalis	Other
short_summary.specific.eukaryota_odb10.Trypanosoma_brucei_gambiense_DAL972_ORIGINAL_REF_contigs.fasta_EUK.txt	141	137	4	20	94	255	Trypanosoma_brucei_gambiense_DAL972	Trypanosomatids
short_summary.specific.eukaryota_odb10.Trypanosoma_congolense_IL3000_ORIGINAL_denovo_contigs.fasta_EUK.txt	140	132	8	21	94	255	Trypanosoma_congolense_IL3000	Trypanosomatids
short_summary.specific.eukaryota_odb10.Trypanosoma_congolense_IL3000_ORIGINAL_REF_contigs.fasta_EUK.txt	119	101	18	28	108	255	Trypanosoma_congolense_IL3000	Trypanosomatids
short_summary.specific.eukaryota_odb10.Trypanosoma_cruzi_CLBrenerEsmeraldo-like_ORIGINAL_REF_contigs.fasta_EUK.txt	102	97	5	29	124	255	Trypanosoma_cruzi_CLBrenerEsmeraldo-like	Trypanosomatids
short_summary.specific.eukaryota_odb10.Trypanosoma_cruzi_ORIGINAL_denovo_contigs.fasta_EUK.txt	116	110	6	30	109	255	Trypanosoma_cruzi	Trypanosomatids
short_summary.specific.eukaryota_odb10.Trypanosoma_cruzi_ORIGINAL_REF_contigs.fasta_EUK.txt	123	119	4	27	105	255	Trypanosoma_cruzi	Trypanosomatids
short_summary.specific.eukaryota_odb10.Trypanosoma_grayi_ANR4_ORIGINAL_REF_contigs.fasta_EUK.txt	130	125	5	20	105	255	Trypanosoma_grayi_ANR4	Trypanosomatids
short_summary.specific.eukaryota_odb10.Willaertia_magna_ORIGINAL_REF_contigs.fasta_EUK.txt	219	189	30	11	25	255	Willaertia_magna	Other
