file	C	S	D	F	M	n	species	group
short_summary.specific.euglenozoa_odb10.Endotrypanum_monterogeii_ORIGINAL_REF_contigs.fasta_EUGL.txt	127	127	0	1	2	130	Endotrypanum_monterogeii	Trypanosomatids
short_summary.specific.euglenozoa_odb10.G65133_ORIGINAL_REF_contigs.fasta_EUGL.txt	67	64	3	11	52	130	G65133	Bodonids
short_summary.specific.euglenozoa_odb10.Gemkin_ORIGINAL_REF_contigs.fasta_EUGL.txt	100	93	7	7	23	130	Gemkin	Bodonids
short_summary.specific.euglenozoa_odb10.INUKIN_ORIGINAL_REF_contigs.fasta_EUGL.txt	87	79	8	11	32	130	INUKIN	Bodonids
short_summary.specific.euglenozoa_odb10.KUCKIN_ORIGINAL_REF_contigs.fasta_EUGL.txt	33	28	5	12	85	130	KUCKIN	Bodonids
short_summary.specific.euglenozoa_odb10.Leishmania_infantum_ORIGINAL_denovo_contigs.fasta_EUGL.txt	71	68	3	4	55	130	Leishmania_infantum	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Leishmania_infantum_ORIGINAL_REF_contigs.fasta_EUGL.txt	130	130	0	0	0	130	Leishmania_infantum	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Leishmania_major_ORIGINAL_denovo_contigs.fasta_EUGL.txt	123	121	2	0	7	130	Leishmania_major	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Leishmania_major_ORIGINAL_REF_contigs.fasta_EUGL.txt	130	129	1	0	0	130	Leishmania_major	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Leishmania_orientalis_ORIGINAL_REF_contigs.fasta_EUGL.txt	129	129	0	1	0	130	Leishmania_orientalis	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Leptomonas_pyrrhocoris_ORIGINAL_denovo_contigs.fasta_EUGL.txt	93	92	1	27	10	130	Leptomonas_pyrrhocoris	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Leptomonas_pyrrhocoris_ORIGINAL_REF_contigs.fasta_EUGL.txt	130	128	2	0	0	130	Leptomonas_pyrrhocoris	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Leptomonas_seymouri_ORIGINAL_denovo_contigs.fasta_EUGL.txt	126	80	46	3	1	130	Leptomonas_seymouri	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Leptomonas_seymouri_ORIGINAL_REF_contigs.fasta_EUGL.txt	129	129	0	1	0	130	Leptomonas_seymouri	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Monocercomonoides_exilis_ORIGINAL_denovo_contigs.fasta_EUGL.txt	12	10	2	6	112	130	Monocercomonoides_exilis	Other
short_summary.specific.euglenozoa_odb10.Monocercomonoides_exilis_ORIGINAL_REF_contigs.fasta_EUGL.txt	17	16	1	7	106	130	Monocercomonoides_exilis	Other
short_summary.specific.euglenozoa_odb10.Naegleria_fowleri_ORIGINAL_denovo_contigs.fasta_EUGL.txt	31	21	10	8	91	130	Naegleria_fowleri	Other
short_summary.specific.euglenozoa_odb10.Naegleria_fowleri_ORIGINAL_REF_contigs.fasta_EUGL.txt	29	25	4	7	94	130	Naegleria_fowleri	Other
short_summary.specific.euglenozoa_odb10.Neobodo_designis_ORIGINAL_REF_contigs.fasta_EUGL.txt	62	61	1	10	58	130	Neobodo_designis	Bodonids
short_summary.specific.euglenozoa_odb10.Novymonas_esmeraldas_ORIGINAL_REF_contigs.fasta_EUGL.txt	125	125	0	0	5	130	Novymonas_esmeraldas	Trypanosomatids
short_summary.specific.euglenozoa_odb10.OB23_ORIGINAL_REF_contigs.fasta_EUGL.txt	104	83	21	4	22	130	OB23	Bodonids
short_summary.specific.euglenozoa_odb10.Ophirina_chinija_ORIGINAL_REF_contigs.fasta_EUGL.txt	38	21	17	7	85	130	Ophirina_chinija	Other
short_summary.specific.euglenozoa_odb10.Papus_ankaliazontas_ORIGINAL_REF_contigs.fasta_EUGL.txt	77	42	35	6	47	130	Papus_ankaliazontas	Prokinetoplastids
short_summary.specific.euglenozoa_odb10.Paratrypanosoma_confusum_ORIGINAL_REF_contigs.fasta_EUGL.txt	124	124	0	4	2	130	Paratrypanosoma_confusum	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Perkinsela_spCCAP_1560_ORIGINAL_REF_contigs.fasta_EUGL.txt	63	62	1	12	55	130	Perkinsela_spCCAP_1560	Prokinetoplastids
short_summary.specific.euglenozoa_odb10.Pharyngomonas_kirbyi_ORIGINAL_REF_contigs.fasta_EUGL.txt	33	28	5	9	88	130	Pharyngomonas_kirbyi	Other
short_summary.specific.euglenozoa_odb10.Phytomonas_sp._EM1_ORIGINAL_REF_contigs.fasta_EUGL.txt	113	113	0	9	8	130	Phytomonas_sp._EM1	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Phytomonas_sp._Hart1_ORIGINAL_REF_contigs.fasta_EUGL.txt	104	103	1	16	10	130	Phytomonas_sp._Hart1	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Porcisia_hertigi_ORIGINAL_REF_contigs.fasta_EUGL.txt	128	126	2	0	2	130	Porcisia_hertigi	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Rhabdomonas_costata_ORIGINAL_REF_contigs.fasta_EUGL.txt	31	25	6	11	88	130	Rhabdomonas_costata	Euglenozoa_Other
short_summary.specific.euglenozoa_odb10.RhMon_ORIGINAL_REF_contigs.fasta_EUGL.txt	63	34	29	10	57	130	RhMon	Bodonids
short_summary.specific.euglenozoa_odb10.Rhynchopus_humris_ORIGINAL_REF_contigs.fasta_EUGL.txt	40	24	16	12	78	130	Rhynchopus_humris	Euglenozoa_Other
short_summary.specific.euglenozoa_odb10.Saccharomyces_cerevisiae_ORIGINAL_denovo_contigs.fasta_EUGL.txt	28	21	7	4	98	130	Saccharomyces_cerevisiae	Other
short_summary.specific.euglenozoa_odb10.Saccharomyces_cerevisiae_ORIGINAL_REF_contigs.fasta_EUGL.txt	29	27	2	4	97	130	Saccharomyces_cerevisiae	Other
short_summary.specific.euglenozoa_odb10.Strigomonas_culicis_ORIGINAL_REF_contigs.fasta_EUGL.txt	96	80	16	24	10	130	Strigomonas_culicis	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Sulcionema_specki_ORIGINAL_REF_contigs.fasta_EUGL.txt	38	33	5	13	79	130	Sulcionema_specki	Euglenozoa_Other
short_summary.specific.euglenozoa_odb10.Trichomonas_vaginalis_ORIGINAL_denovo_contigs.fasta_EUGL.txt	16	11	5	5	109	130	Trichomonas_vaginalis	Other
short_summary.specific.euglenozoa_odb10.Trichomonas_vaginalis_ORIGINAL_REF_contigs.fasta_EUGL.txt	17	12	5	5	108	130	Trichomonas_vaginalis	Other
short_summary.specific.euglenozoa_odb10.Trypanosoma_brucei_gambiense_DAL972_ORIGINAL_REF_contigs.fasta_EUGL.txt	127	127	0	3	0	130	Trypanosoma_brucei_gambiense_DAL972	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Trypanosoma_congolense_IL3000_ORIGINAL_denovo_contigs.fasta_EUGL.txt	125	122	3	4	1	130	Trypanosoma_congolense_IL3000	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Trypanosoma_congolense_IL3000_ORIGINAL_REF_contigs.fasta_EUGL.txt	122	116	6	7	1	130	Trypanosoma_congolense_IL3000	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Trypanosoma_cruzi_CLBrenerEsmeraldo-like_ORIGINAL_REF_contigs.fasta_EUGL.txt	78	76	2	3	49	130	Trypanosoma_cruzi_CLBrenerEsmeraldo-like	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Trypanosoma_cruzi_ORIGINAL_denovo_contigs.fasta_EUGL.txt	119	117	2	4	7	130	Trypanosoma_cruzi	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Trypanosoma_cruzi_ORIGINAL_REF_contigs.fasta_EUGL.txt	122	122	0	4	4	130	Trypanosoma_cruzi	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Trypanosoma_grayi_ANR4_ORIGINAL_REF_contigs.fasta_EUGL.txt	125	125	0	4	1	130	Trypanosoma_grayi_ANR4	Trypanosomatids
short_summary.specific.euglenozoa_odb10.Willaertia_magna_ORIGINAL_REF_contigs.fasta_EUGL.txt	33	29	4	8	89	130	Willaertia_magna	Other
