file	C	S	D	F	M	n	species	group
Endotrypanum_monterogeii_ORIGINAL_REF_comp.fasta_EUGL.txt	127	127	0	3	0	130	Endotrypanum_monterogeii	Trypanosomatids
Euglena_gracilis_ORIGINAL_NON_comp.fasta_EUGL.txt	58	50	8	7	65	130	Euglena_gracilis	Euglenozoa_Other
G65133_ORIGINAL_NON_comp.fasta_EUGL.txt	71	67	4	15	44	130	G65133	Bodonids
Gemkin_ORIGINAL_NON_comp.fasta_EUGL.txt	92	88	4	5	33	130	Gemkin	Bodonids
INUKIN_ORIGINAL_NON_comp.fasta_EUGL.txt	92	83	9	9	29	130	INUKIN	Bodonids
KUCKIN_ORIGINAL_NON_comp.fasta_EUGL.txt	35	29	6	21	74	130	KUCKIN	Bodonids
Leishmania_infantum_ORIGINAL_denovo.fasta_EUGL.txt	72	69	3	5	53	130	Leishmania_infantum	Trypanosomatids
Leishmania_infantum_ORIGINAL_REF_comp.fasta_EUGL.txt	130	130	0	0	0	130	Leishmania_infantum	Trypanosomatids
Leishmania_major_ORIGINAL_denovo.fasta_EUGL.txt	123	121	2	1	6	130	Leishmania_major	Trypanosomatids
Leishmania_major_ORIGINAL_REF_comp.fasta_EUGL.txt	130	129	1	0	0	130	Leishmania_major	Trypanosomatids
Leishmania_orientalis_ORIGINAL_NON_comp.fasta_EUGL.txt	129	129	0	1	0	130	Leishmania_orientalis	Trypanosomatids
Leptomonas_pyrrhocoris_ORIGINAL_denovo.fasta_EUGL.txt	94	92	2	31	5	130	Leptomonas_pyrrhocoris	Trypanosomatids
Leptomonas_pyrrhocoris_ORIGINAL_REF_comp.fasta_EUGL.txt	130	129	1	0	0	130	Leptomonas_pyrrhocoris	Trypanosomatids
Leptomonas_seymouri_ORIGINAL_denovo.fasta_EUGL.txt	117	76	41	6	7	130	Leptomonas_seymouri	Trypanosomatids
Leptomonas_seymouri_ORIGINAL_REF_comp.fasta_EUGL.txt	129	129	0	1	0	130	Leptomonas_seymouri	Trypanosomatids
Monocercomonoides_exilis_ORIGINAL_denovo.fasta_EUGL.txt	15	11	4	6	109	130	Monocercomonoides_exilis	Other
Monocercomonoides_exilis_ORIGINAL_REF.fasta_EUGL.txt	20	17	3	8	102	130	Monocercomonoides_exilis	Other
Naegleria_fowleri_ORIGINAL_denovo.fasta_EUGL.txt	32	25	7	8	90	130	Naegleria_fowleri	Other
Naegleria_fowleri_ORIGINAL_REF_comp.fasta_EUGL.txt	38	30	8	7	85	130	Naegleria_fowleri	Other
Neobodo_designis_ORIGINAL_NON_comp.fasta_EUGL.txt	68	67	1	12	50	130	Neobodo_designis	Bodonids
Novymonas_esmeraldas_ORIGINAL_REF_comp.fasta_EUGL.txt	125	124	1	0	5	130	Novymonas_esmeraldas	Trypanosomatids
OB23_ORIGINAL_NON_comp.fasta_EUGL.txt	103	84	19	5	22	130	OB23	Bodonids
Ophirina_chinija_ORIGINAL_NON_comp.fasta_EUGL.txt	39	35	4	7	84	130	Ophirina_chinija	Other
Papus_ankaliazontas_ORIGINAL_NON_comp.fasta_EUGL.txt	85	48	37	6	39	130	Papus_ankaliazontas	Prokinetoplastids
Paratrypanosoma_confusum_ORIGINAL_NON_comp.fasta_EUGL.txt	125	125	0	3	2	130	Paratrypanosoma_confusum	Trypanosomatids
Perkinsela_spCCAP_1560_ORIGINAL_NON_comp.fasta_EUGL.txt	86	84	2	8	36	130	Perkinsela_spCCAP_1560	Prokinetoplastids
Pharyngomonas_kirbyi_ORIGINAL_NON_comp.fasta_EUGL.txt	42	36	6	9	79	130	Pharyngomonas_kirbyi	Other
Phytomonas_sp._EM1_ORIGINAL_NON_comp.fasta_EUGL.txt	117	117	0	12	1	130	Phytomonas_sp._EM1	Trypanosomatids
Phytomonas_sp._Hart1_ORIGINAL_NON_comp.fasta_EUGL.txt	105	105	0	24	1	130	Phytomonas_sp._Hart1	Trypanosomatids
Porcisia_hertigi_ORIGINAL_REF_comp.fasta_EUGL.txt	128	126	2	0	2	130	Porcisia_hertigi	Trypanosomatids
Rhabdomonas_costata_ORIGINAL_NON_comp.fasta_EUGL.txt	36	31	5	10	84	130	Rhabdomonas_costata	Euglenozoa_Other
RhMon_ORIGINAL_NON_comp.fasta_EUGL.txt	70	37	33	11	49	130	RhMon	Bodonids
Rhynchopus_humris_ORIGINAL_NON_comp.fasta_EUGL.txt	43	26	17	13	74	130	Rhynchopus_humris	Euglenozoa_Other
Saccharomyces_cerevisiae_ORIGINAL_denovo.fasta_EUGL.txt	24	16	8	2	104	130	Saccharomyces_cerevisiae	Other
Saccharomyces_cerevisiae_ORIGINAL_REF.fasta_EUGL.txt	34	29	5	6	90	130	Saccharomyces_cerevisiae	Other
Strigomonas_culicis_ORIGINAL_NON_comp.fasta_EUGL.txt	96	81	15	25	9	130	Strigomonas_culicis	Trypanosomatids
Sulcionema_specki_ORIGINAL_NON_comp.fasta_EUGL.txt	41	39	2	15	74	130	Sulcionema_specki	Euglenozoa_Other
Trichomonas_vaginalis_ORIGINAL_denovo.fasta_EUGL.txt	23	15	8	8	99	130	Trichomonas_vaginalis	Other
Trichomonas_vaginalis_ORIGINAL_REF.fasta_EUGL.txt	24	15	9	7	99	130	Trichomonas_vaginalis	Other
Trypanosoma_brucei_gambiense_DAL972_ORIGINAL_NON_comp.fasta_EUGL.txt	128	128	0	2	0	130	Trypanosoma_brucei_gambiense_DAL972	Trypanosomatids
Trypanosoma_congolense_IL3000_ORIGINAL_denovo.fasta_EUGL.txt	123	121	2	2	5	130	Trypanosoma_congolense_IL3000	Trypanosomatids
Trypanosoma_congolense_IL3000_ORIGINAL_REF_comp.fasta_EUGL.txt	122	116	6	7	1	130	Trypanosoma_congolense_IL3000	Trypanosomatids
Trypanosoma_cruzi_CLBrenerEsmeraldo-like_ORIGINAL_NON_comp.fasta_EUGL.txt	74	73	1	1	55	130	Trypanosoma_cruzi_CLBrenerEsmeraldo-like	Trypanosomatids
Trypanosoma_cruzi_ORIGINAL_denovo.fasta_EUGL.txt	121	119	2	2	7	130	Trypanosoma_cruzi	Trypanosomatids
Trypanosoma_cruzi_ORIGINAL_REF.fasta_EUGL.txt	123	123	0	4	3	130	Trypanosoma_cruzi	Trypanosomatids
Trypanosoma_grayi_ANR4_ORIGINAL_NON_comp.fasta_EUGL.txt	125	125	0	4	1	130	Trypanosoma_grayi_ANR4	Trypanosomatids
Willaertia_magna_ORIGINAL_NON_comp.fasta_EUGL.txt	34	29	5	11	85	130	Willaertia_magna	Other
Willaertia_magna_ORIGINAL_REF.fasta_EUGL.txt	39	31	8	10	81	130	Willaertia_magna	Other
