file	C	S	D	F	M	n	species	group
Sulcionema_specki_NR90_NON_comp.fasta_EUK.txt	160	157	3	39	56	255	Sulcionema_specki	Euglenozoa_Other
Trichomonas_vaginalis_NR90_denovo_EUK.txt	128	107	21	21	106	255	Trichomonas_vaginalis	Other
Trichomonas_vaginalis_NR90_REF_EUK.txt	136	109	27	14	105	255	Trichomonas_vaginalis	Other
Trypanosoma_brucei_gambiense_DAL972_NR90_NON_comp.fasta_EUK.txt	145	142	3	15	95	255	Trypanosoma_brucei_gambiense_DAL972	Trypanosomatids
Trypanosoma_congolense_IL3000_NR90_denovo.fasta_EUK.txt	132	127	5	22	101	255	Trypanosoma_congolense_IL3000	Trypanosomatids
Trypanosoma_congolense_IL3000_NR90_REF_comp.fasta_EUK.txt	121	116	5	29	105	255	Trypanosoma_congolense_IL3000	Trypanosomatids
Trypanosoma_cruzi_CLBrenerEsmeraldo-like_NR90_NON_comp.fasta_EUK.txt	102	98	4	27	126	255	Trypanosoma_cruzi_CLBrenerEsmeraldo-like	Trypanosomatids
Trypanosoma_cruzi_NR90_denovo_EUK.txt	122	117	5	26	107	255	Trypanosoma_cruzi	Trypanosomatids
Trypanosoma_cruzi_NR90_REF_EUK.txt	125	120	5	23	107	255	Trypanosoma_cruzi	Trypanosomatids
Trypanosoma_grayi_ANR4_NR90_NON_comp.fasta_EUK.txt	132	127	5	20	103	255	Trypanosoma_grayi_ANR4	Trypanosomatids
Willaertia_magna_NR90_NON_comp.fasta_EUK.txt	221	217	4	11	23	255	Willaertia_magna	Other
Willaertia_magna_NR90_REF.fasta_EUK.txt	222	215	7	7	26	255	Willaertia_magna	Other
