# BUSCO version is: 5.2.2 
# The lineage dataset is: euglenozoa_odb10 (Creation date: 2024-01-08, number of genomes: 31, number of BUSCOs: 130)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
126at33682	Missing
140at33682	Missing
2874at33682	Complete	Gene.8503::NODE_4034::g.8503::m.8503	308.5	541	https://v10-1.orthodb.org/?query=2874at33682	Peptidase S59, nucleoporin
2960at33682	Complete	Gene.10433::NODE_5151::g.10433::m.10433	394.5	661	https://v10-1.orthodb.org/?query=2960at33682	Helicase, C-terminal
3056at33682	Complete	Gene.16351::NODE_8893::g.16351::m.16351	560.4	534	https://v10-1.orthodb.org/?query=3056at33682	MATH/TRAF domain
3118at33682	Missing
3306at33682	Missing
3331at33682	Complete	Gene.6774::NODE_3029::g.6774::m.6774	424.7	559	https://v10-1.orthodb.org/?query=3331at33682	SNF2-related, N-terminal domain
3344at33682	Complete	Gene.21500::NODE_12391::g.21500::m.21500	809.7	534	https://v10-1.orthodb.org/?query=3344at33682	tRNA wybutosine-synthesis
3381at33682	Complete	Gene.19323::NODE_10876::g.19323::m.19323	925.2	641	https://v10-1.orthodb.org/?query=3381at33682	MCM domain
3383at33682	Complete	Gene.27079::NODE_16548::g.27079::m.27079	462.1	436	https://v10-1.orthodb.org/?query=3383at33682	Tetratricopeptide repeat
3515at33682	Missing
3545at33682	Complete	Gene.13297::NODE_6933::g.13297::m.13297	832.5	731	https://v10-1.orthodb.org/?query=3545at33682	Translation initiation factor IF- 2
3601at33682	Complete	Gene.31857::NODE_20305::g.31857::m.31857	239.5	352	https://v10-1.orthodb.org/?query=3601at33682	NEDD8-activating enzyme E1 regulatory subunit
3625at33682	Complete	Gene.20777::NODE_11892::g.20777::m.20777	417.4	364	https://v10-1.orthodb.org/?query=3625at33682	Ubiquitin-activating enzyme
3647at33682	Complete	Gene.20556::NODE_11730::g.20556::m.20556	400.7	520	https://v10-1.orthodb.org/?query=3647at33682	P-loop containing nucleoside triphosphate hydrolase
3696at33682	Missing
3706at33682	Complete	Gene.22066::NODE_12798::g.22066::m.22066	807.3	603	https://v10-1.orthodb.org/?query=3706at33682	Arginyl tRNA synthetase N-terminal domain
3765at33682	Missing
3852at33682	Complete	Gene.15772::NODE_8498::g.15772::m.15772	574.0	544	https://v10-1.orthodb.org/?query=3852at33682	Zinc-binding phosphatase, putative
3905at33682	Complete	Gene.27441::NODE_16830::g.27441::m.27441	341.9	406	https://v10-1.orthodb.org/?query=3905at33682	DEAD/DEAH box helicase domain
4007at33682	Missing
4136at33682	Complete	Gene.14127::NODE_7469::g.14127::m.14127	684.1	552	https://v10-1.orthodb.org/?query=4136at33682	CCAAT-binding factor
4199at33682	Complete	Gene.25656::NODE_15448::g.25656::m.25656	350.4	434	https://v10-1.orthodb.org/?query=4199at33682	Cyclin-like
4250at33682	Complete	Gene.15540::NODE_8364::g.15540::m.15540	165.6	208	https://v10-1.orthodb.org/?query=4250at33682	DNA repair metallo-beta-lactamase
4450at33682	Complete	Gene.24020::NODE_14267::g.24020::m.24020	620.0	465	https://v10-1.orthodb.org/?query=4450at33682	WD40/YVTN repeat-like-containing domain superfamily
4668at33682	Missing
4718at33682	Complete	Gene.26046::NODE_15748::g.26046::m.26046	487.1	452	https://v10-1.orthodb.org/?query=4718at33682	Sec1-like protein
4733at33682	Complete	Gene.39412::NODE_26736::g.39412::m.39412	313.7	288	https://v10-1.orthodb.org/?query=4733at33682	Pseudouridine synthase I, TruA
4838at33682	Duplicated	Gene.18008::NODE_9986::g.18008::m.18008	275.4	445	https://v10-1.orthodb.org/?query=4838at33682	Kinesin motor domain
4838at33682	Duplicated	Gene.16391::NODE_8918::g.16391::m.16391	268.2	519	https://v10-1.orthodb.org/?query=4838at33682	Kinesin motor domain
4898at33682	Missing
5001at33682	Complete	Gene.2322::NODE_824::g.2322::m.2322	424.9	460	https://v10-1.orthodb.org/?query=5001at33682	Peptidase M41
5261at33682	Complete	Gene.26586::NODE_16166::g.26586::m.26586	190.9	274	https://v10-1.orthodb.org/?query=5261at33682	Ubiquitin specific protease, conserved site
5413at33682	Complete	Gene.23905::NODE_14183::g.23905::m.23905	876.3	482	https://v10-1.orthodb.org/?query=5413at33682	GroEL-like apical domain superfamily
5598at33682	Complete	Gene.17035::NODE_9324::g.17035::m.17035	217.7	386	https://v10-1.orthodb.org/?query=5598at33682	DnaJ domain
5990at33682	Fragmented	Gene.45047::NODE_31796::g.45047::m.45047	116.9	218	https://v10-1.orthodb.org/?query=5990at33682	R3H domain
5994at33682	Complete	Gene.10594::NODE_5255::g.10594::m.10594	427.5	492	https://v10-1.orthodb.org/?query=5994at33682	MutL, C-terminal, dimerisation
6050at33682	Complete	Gene.29442::NODE_18388::g.29442::m.29442	742.9	466	https://v10-1.orthodb.org/?query=6050at33682	Protein kinase domain
6408at33682	Complete	Gene.27414::NODE_16810::g.27414::m.27414	527.5	381	https://v10-1.orthodb.org/?query=6408at33682	ABC transporter-like
6527at33682	Fragmented	Gene.29835::NODE_18695::g.29835::m.29835	143.2	240	https://v10-1.orthodb.org/?query=6527at33682	WD40-repeat-containing domain
6538at33682	Complete	Gene.10414::NODE_5141::g.10414::m.10414	195.4	298	https://v10-1.orthodb.org/?query=6538at33682	RNA-binding domain superfamily
6660at33682	Complete	Gene.35234::NODE_23112::g.35234::m.35234	454.3	310	https://v10-1.orthodb.org/?query=6660at33682	Tubulin
6795at33682	Missing
6863at33682	Fragmented	Gene.23119::NODE_13580::g.23119::m.23119	124.1	241	https://v10-1.orthodb.org/?query=6863at33682	Hypotheticalprotein-conserved
6875at33682	Missing
7001at33682	Complete	Gene.16191::NODE_8793::g.16191::m.16191	114.2	237	https://v10-1.orthodb.org/?query=7001at33682	Hypotheticalprotein-conserved
7043at33682	Missing
7187at33682	Complete	Gene.36133::NODE_23885::g.36133::m.36133	423.8	384	https://v10-1.orthodb.org/?query=7187at33682	Pseudouridine synthase I, TruA
7327at33682	Complete	Gene.40228::NODE_27464::g.40228::m.40228	235.6	257	https://v10-1.orthodb.org/?query=7327at33682	Cytochrome B561-related
7368at33682	Complete	Gene.33270::NODE_21483::g.33270::m.33270	355.0	341	https://v10-1.orthodb.org/?query=7368at33682	Zinc finger, CCCH-type
7401at33682	Missing
7654at33682	Missing
7657at33682	Complete	Gene.34549::NODE_22545::g.34549::m.34549	667.5	404	https://v10-1.orthodb.org/?query=7657at33682	Nop domain
7736at33682	Complete	Gene.38051::NODE_25559::g.38051::m.38051	353.2	342	https://v10-1.orthodb.org/?query=7736at33682	Peptidylprolyl isomerase
7778at33682	Missing
7783at33682	Complete	Gene.13691::NODE_7178::g.13691::m.13691	550.8	379	https://v10-1.orthodb.org/?query=7783at33682	Peptidase M18
7907at33682	Missing
8009at33682	Fragmented	Gene.22189::NODE_12886::g.22189::m.22189	235.6	332	https://v10-1.orthodb.org/?query=8009at33682	GTP binding domain
8369at33682	Complete	Gene.40201::NODE_27439::g.40201::m.40201	327.4	263	https://v10-1.orthodb.org/?query=8369at33682	DNA glycosylase
8553at33682	Fragmented	Gene.37802::NODE_25335::g.37802::m.37802	52.1	138	https://v10-1.orthodb.org/?query=8553at33682	Sister chromatid cohesion protein Dcc1
9163at33682	Fragmented	Gene.27813::NODE_17108::g.27813::m.27813	99.0	150	https://v10-1.orthodb.org/?query=9163at33682	23S rRNA (Cytosine1962-C5)-methyltransferase
9208at33682	Complete	Gene.12210::NODE_6261::g.12210::m.12210	348.8	525	https://v10-1.orthodb.org/?query=9208at33682	ATPase, AAA-type, core
9307at33682	Complete	Gene.41151::NODE_28287::g.41151::m.41151	539.3	337	https://v10-1.orthodb.org/?query=9307at33682	Flap endonuclease 1
9509at33682	Complete	Gene.24705::NODE_14774::g.24705::m.24705	260.0	282	https://v10-1.orthodb.org/?query=9509at33682	Clathrin coat assembly protein
9959at33682	Missing
9973at33682	Complete	Gene.43413::NODE_30289::g.43413::m.43413	243.2	303	https://v10-1.orthodb.org/?query=9973at33682	GTP binding domain
10092at33682	Fragmented	Gene.46500::NODE_33174::g.46500::m.46500	128.5	143	https://v10-1.orthodb.org/?query=10092at33682	Atypical dual-specificity phosphatase Siw14-like
10095at33682	Missing
10140at33682	Missing
10898at33682	Complete	Gene.22769::NODE_13311::g.22769::m.22769	129.5	174	https://v10-1.orthodb.org/?query=10898at33682	Lysine methyltransferase
10958at33682	Complete	Gene.25072::NODE_15028::g.25072::m.25072	405.8	268	https://v10-1.orthodb.org/?query=10958at33682	Ribosomal RNA large subunit methyltransferase E
10995at33682	Complete	Gene.45212::NODE_31942::g.45212::m.45212	314.9	260	https://v10-1.orthodb.org/?query=10995at33682	Hypotheticalprotein-conserved
11178at33682	Missing
11334at33682	Complete	Gene.44151::NODE_30953::g.44151::m.44151	413.5	276	https://v10-1.orthodb.org/?query=11334at33682	26S proteasome non-ATPase regulatory subunit 3
11337at33682	Complete	Gene.18606::NODE_10389::g.18606::m.18606	550.2	313	https://v10-1.orthodb.org/?query=11337at33682	Protein kinase domain
11665at33682	Complete	Gene.22298::NODE_12965::g.22298::m.22298	242.0	515	https://v10-1.orthodb.org/?query=11665at33682	Domain of unknown function DUF4205
12323at33682	Missing
12497at33682	Missing
12533at33682	Complete	Gene.51271::NODE_37884::g.51271::m.51271	129.4	229	https://v10-1.orthodb.org/?query=12533at33682	Hypotheticalprotein-conserved
12653at33682	Missing
12778at33682	Complete	Gene.41819::NODE_28881::g.41819::m.41819	208.8	264	https://v10-1.orthodb.org/?query=12778at33682	tRNA wybutosine-synthesizing protein
12968at33682	Complete	Gene.3481::NODE_1350::g.3481::m.3481	290.5	347	https://v10-1.orthodb.org/?query=12968at33682	DnaJ domain
13007at33682	Complete	Gene.18199::NODE_10117::g.18199::m.18199	323.1	386	https://v10-1.orthodb.org/?query=13007at33682	Tetratricopeptide repeat
13081at33682	Missing
13169at33682	Complete	Gene.29962::NODE_18794::g.29962::m.29962	285.1	245	https://v10-1.orthodb.org/?query=13169at33682	Mitochondrial carrier protein
13745at33682	Complete	Gene.44649::NODE_31412::g.44649::m.44649	63.0	146	https://v10-1.orthodb.org/?query=13745at33682	Zinc finger, CCHC-type
13994at33682	Fragmented	Gene.49748::NODE_36351::g.49748::m.49748	188.0	200	https://v10-1.orthodb.org/?query=13994at33682	Beta-1,4-N-acetylglucosaminyltransferase
14291at33682	Missing
14669at33682	Complete	Gene.39548::NODE_26859::g.39548::m.39548	268.0	262	https://v10-1.orthodb.org/?query=14669at33682	XPC-binding domain
14798at33682	Missing
15735at33682	Complete	Gene.45362::NODE_32076::g.45362::m.45362	238.8	227	https://v10-1.orthodb.org/?query=15735at33682	Hypotheticalprotein-conserved
15864at33682	Duplicated	Gene.54208::NODE_41012::g.54208::m.54208	81.0	189	https://v10-1.orthodb.org/?query=15864at33682	Ankyrin repeat-containing domain
15864at33682	Duplicated	Gene.51971::NODE_38609::g.51971::m.51971	73.4	161	https://v10-1.orthodb.org/?query=15864at33682	Ankyrin repeat-containing domain
15864at33682	Duplicated	Gene.55821::NODE_42796::g.55821::m.55821	70.6	153	https://v10-1.orthodb.org/?query=15864at33682	Ankyrin repeat-containing domain
16343at33682	Complete	Gene.44134::NODE_30937::g.44134::m.44134	120.0	145	https://v10-1.orthodb.org/?query=16343at33682	Winged helix-like DNA-binding domain superfamily
16629at33682	Complete	Gene.32590::NODE_20926::g.32590::m.32590	281.6	207	https://v10-1.orthodb.org/?query=16629at33682	Ribosome biogenesis protein
16817at33682	Complete	Gene.56600::NODE_43723::g.56600::m.56600	129.6	159	https://v10-1.orthodb.org/?query=16817at33682	G10 protein
17005at33682	Complete	Gene.36046::NODE_23811::g.36046::m.36046	222.1	178	https://v10-1.orthodb.org/?query=17005at33682	Guanylate kinase-like domain
19201at33682	Complete	Gene.28329::NODE_17511::g.28329::m.28329	166.0	127	https://v10-1.orthodb.org/?query=19201at33682	Peptidyl-tRNA hydrolase II domain superfamily
