# BUSCO version is: 5.2.2 
# The lineage dataset is: euglenozoa_odb10 (Creation date: 2024-01-08, number of genomes: 31, number of BUSCOs: 130)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
126at33682	Missing
140at33682	Missing
6863at33682	Fragmented	Gene.36923::NODE_15200::g.36923::m.36923	151.5	157	https://v10-1.orthodb.org/?query=6863at33682	Hypotheticalprotein-conserved
6875at33682	Missing
7001at33682	Missing
7043at33682	Missing
7187at33682	Complete	Gene.35914::NODE_14650::g.35914::m.35914	408.6	382	https://v10-1.orthodb.org/?query=7187at33682	Pseudouridine synthase I, TruA
7327at33682	Complete	Gene.27364::NODE_10267::g.27364::m.27364	221.1	257	https://v10-1.orthodb.org/?query=7327at33682	Cytochrome B561-related
7368at33682	Complete	Gene.38156::NODE_15923::g.38156::m.38156	348.6	340	https://v10-1.orthodb.org/?query=7368at33682	Zinc finger, CCCH-type
7401at33682	Complete	Gene.55406::NODE_26734::g.55406::m.55406	84.6	230	https://v10-1.orthodb.org/?query=7401at33682	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal
7654at33682	Missing
7657at33682	Complete	Gene.41125::NODE_17590::g.41125::m.41125	675.6	404	https://v10-1.orthodb.org/?query=7657at33682	Nop domain
7736at33682	Complete	Gene.16855::NODE_5501::g.16855::m.16855	336.6	347	https://v10-1.orthodb.org/?query=7736at33682	Peptidylprolyl isomerase
7778at33682	Missing
7783at33682	Complete	Gene.42820::NODE_18585::g.42820::m.42820	549.4	372	https://v10-1.orthodb.org/?query=7783at33682	Peptidase M18
7907at33682	Missing
8009at33682	Missing
8369at33682	Complete	Gene.35922::NODE_14653::g.35922::m.35922	285.5	272	https://v10-1.orthodb.org/?query=8369at33682	DNA glycosylase
8553at33682	Fragmented	Gene.44521::NODE_19590::g.44521::m.44521	65.5	171	https://v10-1.orthodb.org/?query=8553at33682	Sister chromatid cohesion protein Dcc1
9163at33682	Complete	Gene.38791::NODE_16286::g.38791::m.38791	84.2	246	https://v10-1.orthodb.org/?query=9163at33682	23S rRNA (Cytosine1962-C5)-methyltransferase
9208at33682	Complete	Gene.11277::NODE_3326::g.11277::m.11277	348.0	449	https://v10-1.orthodb.org/?query=9208at33682	ATPase, AAA-type, core
9307at33682	Complete	Gene.45011::NODE_19885::g.45011::m.45011	535.2	341	https://v10-1.orthodb.org/?query=9307at33682	Flap endonuclease 1
9509at33682	Complete	Gene.33811::NODE_13534::g.33811::m.33811	274.1	289	https://v10-1.orthodb.org/?query=9509at33682	Clathrin coat assembly protein
9959at33682	Complete	Gene.50141::NODE_23127::g.50141::m.50141	296.5	295	https://v10-1.orthodb.org/?query=9959at33682	Methyltransferase domain
9973at33682	Complete	Gene.47382::NODE_21357::g.47382::m.47382	192.4	326	https://v10-1.orthodb.org/?query=9973at33682	GTP binding domain
10092at33682	Complete	Gene.44435::NODE_19540::g.44435::m.44435	159.6	223	https://v10-1.orthodb.org/?query=10092at33682	Atypical dual-specificity phosphatase Siw14-like
10095at33682	Missing
10140at33682	Missing
10898at33682	Fragmented	Gene.48657::NODE_22155::g.48657::m.48657	146.7	157	https://v10-1.orthodb.org/?query=10898at33682	Lysine methyltransferase
10958at33682	Complete	Gene.52743::NODE_24846::g.52743::m.52743	377.0	249	https://v10-1.orthodb.org/?query=10958at33682	Ribosomal RNA large subunit methyltransferase E
10995at33682	Missing
11178at33682	Complete	Gene.38730::NODE_16249::g.38730::m.38730	262.0	355	https://v10-1.orthodb.org/?query=11178at33682	Armadillo-like helical
11334at33682	Complete	Gene.50232::NODE_23181::g.50232::m.50232	397.3	271	https://v10-1.orthodb.org/?query=11334at33682	26S proteasome non-ATPase regulatory subunit 3
11337at33682	Complete	Gene.51250::NODE_23869::g.51250::m.51250	574.2	314	https://v10-1.orthodb.org/?query=11337at33682	Protein kinase domain
11665at33682	Complete	Gene.23177::NODE_8246::g.23177::m.23177	277.0	574	https://v10-1.orthodb.org/?query=11665at33682	Domain of unknown function DUF4205
12323at33682	Missing
12497at33682	Missing
12533at33682	Fragmented	Gene.53323::NODE_25250::g.53323::m.53323	143.4	169	https://v10-1.orthodb.org/?query=12533at33682	Hypotheticalprotein-conserved
12653at33682	Complete	Gene.46071::NODE_20519::g.46071::m.46071	210.1	260	https://v10-1.orthodb.org/?query=12653at33682	DTW
12778at33682	Missing
12968at33682	Complete	Gene.30362::NODE_11776::g.30362::m.30362	322.2	348	https://v10-1.orthodb.org/?query=12968at33682	DnaJ domain
13007at33682	Complete	Gene.36982::NODE_15233::g.36982::m.36982	295.4	350	https://v10-1.orthodb.org/?query=13007at33682	Tetratricopeptide repeat
13081at33682	Missing
13169at33682	Missing
13745at33682	Complete	Gene.18718::NODE_6272::g.18718::m.18718	51.6	209	https://v10-1.orthodb.org/?query=13745at33682	Zinc finger, CCHC-type
13994at33682	Complete	Gene.46227::NODE_20618::g.46227::m.46227	298.2	281	https://v10-1.orthodb.org/?query=13994at33682	Beta-1,4-N-acetylglucosaminyltransferase
14291at33682	Complete	Gene.41211::NODE_17633::g.41211::m.41211	192.3	290	https://v10-1.orthodb.org/?query=14291at33682	Cytoplasmic tRNA 2-thiolation protein 2
14669at33682	Complete	Gene.41572::NODE_17833::g.41572::m.41572	262.0	266	https://v10-1.orthodb.org/?query=14669at33682	XPC-binding domain
14798at33682	Missing
15735at33682	Complete	Gene.52658::NODE_24791::g.52658::m.52658	204.7	194	https://v10-1.orthodb.org/?query=15735at33682	Hypotheticalprotein-conserved
15864at33682	Complete	Gene.57375::NODE_28216::g.57375::m.57375	88.2	168	https://v10-1.orthodb.org/?query=15864at33682	Ankyrin repeat-containing domain
16343at33682	Complete	Gene.47021::NODE_21132::g.47021::m.47021	117.8	154	https://v10-1.orthodb.org/?query=16343at33682	Winged helix-like DNA-binding domain superfamily
16629at33682	Complete	Gene.54124::NODE_25814::g.54124::m.54124	275.0	192	https://v10-1.orthodb.org/?query=16629at33682	Ribosome biogenesis protein
16817at33682	Complete	Gene.57935::NODE_28683::g.57935::m.57935	151.3	158	https://v10-1.orthodb.org/?query=16817at33682	G10 protein
17005at33682	Complete	Gene.50413::NODE_23297::g.50413::m.50413	204.3	178	https://v10-1.orthodb.org/?query=17005at33682	Guanylate kinase-like domain
19201at33682	Complete	Gene.58521::NODE_29152::g.58521::m.58521	170.0	127	https://v10-1.orthodb.org/?query=19201at33682	Peptidyl-tRNA hydrolase II domain superfamily
