# BUSCO version is: 5.2.2 
# The lineage dataset is: euglenozoa_odb10 (Creation date: 2024-01-08, number of genomes: 31, number of BUSCOs: 130)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
126at33682	Missing
140at33682	Missing
6863at33682	Fragmented	Gene.26219::NODE_8210_length_1724_cov_129.202261_g7136_i0::g.26219::m.26219	124.9	257	https://v10-1.orthodb.org/?query=6863at33682	Hypotheticalprotein-conserved
6875at33682	Complete	Gene.19196::NODE_4973_length_2644_cov_118.769704_g4369_i0::g.19196::m.19196	391.6	555	https://v10-1.orthodb.org/?query=6875at33682	Zinc finger, ZZ-type
7001at33682	Complete	Gene.21595::NODE_5989_length_2305_cov_111.243590_g5242_i0::g.21595::m.21595	130.1	249	https://v10-1.orthodb.org/?query=7001at33682	Hypotheticalprotein-conserved
7043at33682	Missing
7187at33682	Complete	Gene.23467::NODE_6822_length_2069_cov_140.453110_g5949_i0::g.23467::m.23467	367.7	390	https://v10-1.orthodb.org/?query=7187at33682	Pseudouridine synthase I, TruA
7327at33682	Complete	Gene.24276::NODE_7211_length_1975_cov_122.587474_g6289_i0::g.24276::m.24276	233.1	292	https://v10-1.orthodb.org/?query=7327at33682	Cytochrome B561-related
7368at33682	Missing
7401at33682	Missing
7654at33682	Complete	Gene.25008::NODE_7574_length_1880_cov_154.337507_g6590_i0::g.25008::m.25008	178.3	279	https://v10-1.orthodb.org/?query=7654at33682	Kelch repeat type 1
7657at33682	Complete	Gene.15105::NODE_3471_length_3327_cov_872.158039_g3064_i0::g.15105::m.15105	721.8	404	https://v10-1.orthodb.org/?query=7657at33682	Nop domain
7736at33682	Complete	Gene.21780::NODE_6066_length_2280_cov_3634.483684_g5308_i0::g.21780::m.21780	397.7	345	https://v10-1.orthodb.org/?query=7736at33682	Peptidylprolyl isomerase
7778at33682	Missing
7783at33682	Complete	Gene.24911::NODE_7525_length_1895_cov_406.943844_g6546_i0::g.24911::m.24911	543.5	372	https://v10-1.orthodb.org/?query=7783at33682	Peptidase M18
7907at33682	Fragmented	Gene.27028::NODE_8633_length_1633_cov_152.000629_g7509_i0::g.27028::m.27028	169.2	327	https://v10-1.orthodb.org/?query=7907at33682	Hypotheticalprotein-conserved
8009at33682	Complete	Gene.22242::NODE_6274_length_2225_cov_93.474335_g5488_i0::g.22242::m.22242	365.6	469	https://v10-1.orthodb.org/?query=8009at33682	GTP binding domain
8369at33682	Complete	Gene.24669::NODE_7399_length_1923_cov_275.253723_g6439_i0::g.24669::m.24669	337.4	284	https://v10-1.orthodb.org/?query=8369at33682	DNA glycosylase
8553at33682	Complete	Gene.28959::NODE_9715_length_1424_cov_110.714699_g8438_i0::g.28959::m.28959	88.9	258	https://v10-1.orthodb.org/?query=8553at33682	Sister chromatid cohesion protein Dcc1
9163at33682	Missing
9208at33682	Complete	Gene.10121::NODE_1968_length_4463_cov_86.610860_g1058_i1::g.10121::m.10121	385.5	541	https://v10-1.orthodb.org/?query=9208at33682	ATPase, AAA-type, core
9307at33682	Missing
9509at33682	Complete	Gene.17075::NODE_4163_length_2966_cov_205.790626_g3666_i0::g.17075::m.17075	321.3	295	https://v10-1.orthodb.org/?query=9509at33682	Clathrin coat assembly protein
9959at33682	Complete	Gene.26876::NODE_8555_length_1646_cov_197.098565_g7442_i0::g.26876::m.26876	312.2	294	https://v10-1.orthodb.org/?query=9959at33682	Methyltransferase domain
9973at33682	Complete	Gene.17344::NODE_4263_length_2919_cov_138.868567_g3754_i0::g.17344::m.17344	283.2	312	https://v10-1.orthodb.org/?query=9973at33682	GTP binding domain
10092at33682	Fragmented	Gene.19003::NODE_4900_length_2670_cov_264.282451_g4303_i0::g.19003::m.19003	75.7	152	https://v10-1.orthodb.org/?query=10092at33682	Atypical dual-specificity phosphatase Siw14-like
10095at33682	Missing
10140at33682	Missing
10898at33682	Missing
10958at33682	Complete	Gene.31010::NODE_10995_length_1159_cov_158.640681_g9520_i0::g.31010::m.31010	427.6	271	https://v10-1.orthodb.org/?query=10958at33682	Ribosomal RNA large subunit methyltransferase E
10995at33682	Complete	Gene.30698::NODE_10787_length_1204_cov_197.379845_g9344_i0::g.30698::m.30698	400.2	284	https://v10-1.orthodb.org/?query=10995at33682	Hypotheticalprotein-conserved
11178at33682	Missing
11334at33682	Complete	Gene.21483::NODE_5933_length_2320_cov_422.439174_g749_i15::g.21483::m.21483	427.9	275	https://v10-1.orthodb.org/?query=11334at33682	26S proteasome non-ATPase regulatory subunit 3
11337at33682	Complete	Gene.14224::NODE_3181_length_3504_cov_230.785900_g2806_i0::g.14224::m.14224	434.2	314	https://v10-1.orthodb.org/?query=11337at33682	Protein kinase domain
11665at33682	Complete	Gene.10751::NODE_2136_length_4288_cov_179.122968_g1886_i0::g.10751::m.10751	345.4	561	https://v10-1.orthodb.org/?query=11665at33682	Domain of unknown function DUF4205
12323at33682	Missing
12497at33682	Missing
12533at33682	Complete	Gene.31793::NODE_11518_length_1050_cov_474.926514_g9977_i0::g.31793::m.31793	182.3	236	https://v10-1.orthodb.org/?query=12533at33682	Hypotheticalprotein-conserved
12653at33682	Complete	Gene.23375::NODE_6778_length_2080_cov_91.807560_g5911_i0::g.23375::m.23375	181.1	251	https://v10-1.orthodb.org/?query=12653at33682	DTW
12778at33682	Missing
12968at33682	Missing
13007at33682	Complete	Gene.17733::NODE_4415_length_2845_cov_186.369736_g3885_i0::g.17733::m.17733	312.9	433	https://v10-1.orthodb.org/?query=13007at33682	Tetratricopeptide repeat
13081at33682	Missing
13169at33682	Missing
13745at33682	Missing
13994at33682	Complete	Gene.17177::NODE_4198_length_2951_cov_169.853851_g3698_i0::g.17177::m.17177	337.7	277	https://v10-1.orthodb.org/?query=13994at33682	Beta-1,4-N-acetylglucosaminyltransferase
14291at33682	Complete	Gene.25219::NODE_7676_length_1855_cov_105.275938_g6674_i0::g.25219::m.25219	176.6	293	https://v10-1.orthodb.org/?query=14291at33682	Cytoplasmic tRNA 2-thiolation protein 2
14669at33682	Complete	Gene.25659::NODE_7912_length_1792_cov_1055.003431_g6880_i0::g.25659::m.25659	296.5	274	https://v10-1.orthodb.org/?query=14669at33682	XPC-binding domain
14798at33682	Missing
15735at33682	Complete	Gene.31303::NODE_11183_length_1122_cov_175.720111_g9684_i0::g.31303::m.31303	229.0	194	https://v10-1.orthodb.org/?query=15735at33682	Hypotheticalprotein-conserved
15864at33682	Complete	Gene.33159::NODE_12561_length_840_cov_146.430364_g10864_i0::g.33159::m.33159	83.7	163	https://v10-1.orthodb.org/?query=15864at33682	Ankyrin repeat-containing domain
16343at33682	Missing
16629at33682	Complete	Gene.26508::NODE_8366_length_1687_cov_257.053528_g7273_i0::g.26508::m.26508	276.7	218	https://v10-1.orthodb.org/?query=16629at33682	Ribosome biogenesis protein
16817at33682	Missing
17005at33682	Complete	Gene.30369::NODE_10584_length_1245_cov_232.509983_g9164_i0::g.30369::m.30369	212.2	179	https://v10-1.orthodb.org/?query=17005at33682	Guanylate kinase-like domain
19201at33682	Complete	Gene.33919::NODE_13205_length_723_cov_153.857353_g11412_i0::g.33919::m.33919	140.7	124	https://v10-1.orthodb.org/?query=19201at33682	Peptidyl-tRNA hydrolase II domain superfamily
